sc,LocId,component,net_present_kwh,npc_usd,component_lcoc_usd_per_kwh
0,stn_94_Mapleton,flatDmd,788307.1649586594,27587.09396616719,0.0349953611897133
0,stn_94_Mapleton,grid upgrades,788307.1649586594,1003.512486194527,0.0012729967845048742
0,stn_94_Mapleton,infrastructure,788307.1649586594,46391.256364563036,0.058849213132543196
0,stn_98_Ogden,energy,235440013.80485252,7196224.021945559,0.03056500000000103
0,stn_98_Ogden,flatDmd,235440013.80485252,3451179.696883867,0.014658424628467876
0,stn_98_Ogden,grid upgrades,235440013.80485252,933074.5043199741,0.003963109283086285
0,stn_98_Ogden,infrastructure,235440013.80485252,5803603.753068977,0.024650031484789874
0,stn_Inland_Port,energy,102340086.28013712,3641041.458774755,0.035577861922141386
0,stn_Inland_Port,flatDmd,102340086.28013712,3423984.620954424,0.03345692529105259
0,stn_Inland_Port,grid upgrades,102340086.28013712,956952.9115265589,0.009350714332085638
0,stn_Inland_Port,infrastructure,102340086.28013712,5757871.725591063,0.05626213475949151
0,stn_Inland_Port,timevarDmd,102340086.28013712,1322947.8728721354,0.012926976329205054
0,stn_UTNW_MERGED_17,energy,294170618.72668207,10447001.730825454,0.03551340978934373
0,stn_UTNW_MERGED_17,flatDmd,294170618.72668207,14127967.165419577,0.04802643862453872
0,stn_UTNW_MERGED_17,grid upgrades,294170618.72668207,3959666.4747466603,0.01346044173917192
0,stn_UTNW_MERGED_17,infrastructure,294170618.72668207,23757998.848479956,0.0807626504350315
0,stn_UTNW_MERGED_17,timevarDmd,294170618.72668207,3583666.4237630856,0.01218227176893121
0,stn_UTNW_MERGED_23,energy,11726248.476355553,465502.0372142004,0.03969743930915539
0,stn_UTNW_MERGED_23,flatDmd,11726248.476355553,307281.29346426314,0.026204569524844686
0,stn_UTNW_MERGED_23,grid upgrades,11726248.476355553,83138.37257741504,0.007089937821550746
0,stn_UTNW_MERGED_23,infrastructure,11726248.476355553,516733.12450444006,0.044066363214660245
0,stn_UTNW_MERGED_23,timevarDmd,11726248.476355553,276140.4756321272,0.02354891900755202
0,stn_UTNW_MERGED_24,energy,203562758.8871851,7208461.050201456,0.03541149220814206
0,stn_UTNW_MERGED_24,flatDmd,203562758.8871851,5286944.537803324,0.02597206172045133
0,stn_UTNW_MERGED_24,grid upgrades,203562758.8871851,1481779.8480892119,0.007279228559239646
0,stn_UTNW_MERGED_24,infrastructure,203562758.8871851,8890679.088535272,0.04367537135543788
0,stn_UTNW_MERGED_24,timevarDmd,203562758.8871851,2967286.963645376,0.014576767282319318
0,stn_UTNW_MERGED_44,energy,179455144.79093412,6351027.317588832,0.03539061153687068
0,stn_UTNW_MERGED_44,flatDmd,179455144.79093412,4254176.910974841,0.02370607382658754
0,stn_UTNW_MERGED_44,grid upgrades,179455144.79093412,1190630.4330441984,0.0066346965668289265
0,stn_UTNW_MERGED_44,infrastructure,179455144.79093412,7153947.12974396,0.039864820471312394
0,stn_UTNW_MERGED_44,timevarDmd,179455144.79093412,2452675.9860620475,0.013667348400177793
1,dwpt_1641,energy,17034757.707918555,520667.36934253044,0.030564999999999988
1,dwpt_1641,flatDmd,17034757.707918555,1168993.7437420103,0.06862403115945742
1,dwpt_1641,grid upgrades,17034757.707918555,876727.2633186153,0.051466964094891196
1,dwpt_1641,infrastructure,17034757.707918555,979467.3481874864,0.05749816727549838
1,dwpt_356,energy,6139616.522397562,187657.3790070817,0.030565000000000037
1,dwpt_356,flatDmd,6139616.522397562,428156.2779751086,0.06973664827651331
1,dwpt_356,grid upgrades,6139616.522397562,381810.27626813104,0.062187968071828616
1,dwpt_356,infrastructure,6139616.522397562,417935.2526931045,0.06807188220444392
1,dwpt_362,energy,3858759.35638828,117942.97972800767,0.03056499999999997
1,dwpt_362,flatDmd,3858759.35638828,428156.2779751086,0.11095697824905415
1,dwpt_362,grid upgrades,3858759.35638828,70243.59835808411,0.018203674256544126
1,dwpt_362,infrastructure,3858759.35638828,350430.0163463491,0.09081416693326645
1,dwpt_366,energy,4737322.009221305,144796.24721184935,0.030565000000000033
1,dwpt_366,flatDmd,4737322.009221305,428156.2779751086,0.09037939096005985
1,dwpt_366,grid upgrades,4737322.009221305,120000.0,0.025330766995871775
1,dwpt_366,infrastructure,4737322.009221305,470775.58517573983,0.09937588879526543
1,dwpt_431,energy,3954624.206348533,120873.08886704258,0.03056499999999992
1,dwpt_431,flatDmd,3954624.206348533,428156.2779751086,0.1082672475649571
1,dwpt_431,grid upgrades,3954624.206348533,72269.57479168069,0.01827470096290392
1,dwpt_431,infrastructure,3954624.206348533,341403.8520517171,0.08633028936191875
1,dwpt_461,energy,5682115.15237847,173673.84963244776,0.03056499999999997
1,dwpt_461,flatDmd,5682115.15237847,446878.798752343,0.07864655797503234
1,dwpt_461,grid upgrades,5682115.15237847,482263.63522276696,0.08487396370714113
1,dwpt_461,infrastructure,5682115.15237847,421219.322620314,0.07413072620395529
1,dwpt_564,energy,22368132.364164952,683681.9657106998,0.03056499999999991
1,dwpt_564,flatDmd,22368132.364164952,1481719.7437010074,0.06624244347171374
1,dwpt_564,grid upgrades,22368132.364164952,121404.59108984402,0.005427569414974548
1,dwpt_564,infrastructure,22368132.364164952,1634679.397481603,0.07308072801377259
1,stn_100_South_Ogden,energy,5806374.064368965,177471.82327743544,0.03056499999999966
1,stn_100_South_Ogden,flatDmd,5806374.064368965,82213.63689582143,0.014159204347568396
1,stn_100_South_Ogden,infrastructure,5806374.064368965,157454.61580851287,0.02711754600426781
1,stn_102_Riverton,energy,19485954.437177848,695832.6364477894,0.0357094459340513
1,stn_102_Riverton,flatDmd,19485954.437177848,287406.8493202886,0.01474943658761391
1,stn_102_Riverton,grid upgrades,19485954.437177848,75167.19510662806,0.0038575064592789084
1,stn_102_Riverton,infrastructure,19485954.437177848,550438.3062119617,0.02824795203060537
1,stn_102_Riverton,timevarDmd,19485954.437177848,312797.0789798797,0.016052438179937678
