sc,LocId,component,net_present_kwh,npc_usd,component_lcoc_usd_per_kwh
13,dwpt_434,infrastructure,6160949.737722522,464145.2802829928,0.07533664451782565
13,dwpt_461,energy,22522757.853760112,688408.0938001784,0.030565000000000026
13,dwpt_461,flatDmd,22522757.853760112,1670018.2197774397,0.07414803420703805
13,dwpt_461,grid upgrades,22522757.853760112,2186415.0676276432,0.09707581468592787
13,dwpt_461,infrastructure,22522757.853760112,1623708.5536700953,0.07209190651574765
13,dwpt_462,energy,23954473.602758914,732168.4856683243,0.03056499999999992
13,dwpt_462,flatDmd,23954473.602758914,2328812.961386009,0.09721828999480883
13,dwpt_462,grid upgrades,23954473.602758914,1946271.913887659,0.08124878660090867
13,dwpt_462,infrastructure,23954473.602758914,1869869.3794484315,0.07805929741796007
13,dwpt_554,energy,4798570.643524748,146668.3117193326,0.03056499999999972
13,dwpt_554,flatDmd,4798570.643524748,457262.46189632587,0.0952913890125514
13,dwpt_554,grid upgrades,4798570.643524748,87964.50062748765,0.018331396401590556
13,dwpt_554,infrastructure,4798570.643524748,458436.33645923814,0.09553601905972936
13,dwpt_564,energy,24677898.729277283,754279.9746603573,0.030564999999999887
13,dwpt_564,flatDmd,24677898.729277283,1664560.069624029,0.06745145070431924
13,dwpt_564,grid upgrades,24677898.729277283,226994.60782281158,0.009198295621235794
13,dwpt_564,infrastructure,24677898.729277283,1776371.1618977145,0.07198226969747101
13,dwpt_819,energy,4683527.975252866,143152.03256360115,0.030564999999999426
13,dwpt_819,flatDmd,4683527.975252866,428156.2779751086,0.09141746995799513
13,dwpt_819,grid upgrades,4683527.975252866,91305.86357456261,0.019495103703236226
13,dwpt_819,infrastructure,4683527.975252866,523362.49016234046,0.11174535370082504
13,stn_100_South_Ogden,energy,4578382.802666485,139938.27036349778,0.03056499999999927
13,stn_100_South_Ogden,flatDmd,4578382.802666485,65148.27046791145,0.014229537650274371
13,stn_100_South_Ogden,infrastructure,4578382.802666485,109555.21885311049,0.02392880271813547
13,stn_102_Riverton,energy,17522240.2761396,631154.4357003025,0.03602019066932661
13,stn_102_Riverton,flatDmd,17522240.2761396,277077.08831209387,0.0158128803135633
13,stn_102_Riverton,grid upgrades,17522240.2761396,72272.05754880521,0.004124590030146978
13,stn_102_Riverton,infrastructure,17522240.2761396,465940.8581562489,0.026591397607458354
13,stn_102_Riverton,timevarDmd,17522240.2761396,301236.23076752236,0.0171916504978945
13,stn_103_Cottonwood_Heights,energy,5044096.19671196,154172.80025250177,0.030565000000000137
13,stn_103_Cottonwood_Heights,flatDmd,5044096.19671196,129643.75560779992,0.02570207834107315
13,stn_103_Cottonwood_Heights,grid upgrades,5044096.19671196,24814.6020616402,0.004919533865713311
13,stn_103_Cottonwood_Heights,infrastructure,5044096.19671196,218012.6949885401,0.04322135948371755
13,stn_111_Alpine,energy,355713.35457828717,10872.378682685372,0.03056500000000007
13,stn_111_Alpine,flatDmd,355713.35457828717,18504.70314180193,0.05202138998615899
13,stn_111_Alpine,infrastructure,355713.35457828717,31118.04485294026,0.08748067637165882
13,stn_112_Sunset,energy,107942907.85057643,3299274.978452882,0.030565000000000123
13,stn_112_Sunset,flatDmd,107942907.85057643,1800689.5187377927,0.01668186965308047
13,stn_112_Sunset,grid upgrades,107942907.85057643,486046.96855781385,0.0045028152218267135
13,stn_112_Sunset,infrastructure,107942907.85057643,3933104.0139301275,0.03643689142944581
13,stn_115_Clearfield,energy,58202530.589223355,1851446.934166603,0.03181041984640806
13,stn_115_Clearfield,flatDmd,58202530.589223355,1187184.1290522746,0.02039746583238927
13,stn_115_Clearfield,infrastructure,58202530.589223355,1996403.2221135183,0.034300969423538566
13,stn_115_Clearfield,timevarDmd,58202530.589223355,239292.27239557388,0.004111372305861228
13,stn_117_Draper,energy,76301549.98045257,2634539.677295366,0.03452799684895391
13,stn_117_Draper,flatDmd,76301549.98045257,1476765.974805951,0.01935433782386175
13,stn_117_Draper,grid upgrades,76301549.98045257,236188.2328728387,0.0030954578633507045
13,stn_117_Draper,infrastructure,76301549.98045257,2483372.4426250253,0.03254681514675956
13,stn_117_Draper,timevarDmd,76301549.98045257,1032584.8542602473,0.01353294729300757
13,stn_122_West_Bountiful,energy,138748414.47382632,4240845.2883924935,0.030564999999999943
13,stn_122_West_Bountiful,flatDmd,138748414.47382632,2702913.62292015,0.019480681153513514
13,stn_122_West_Bountiful,grid upgrades,138748414.47382632,773949.5443194374,0.005578078475739528
13,stn_122_West_Bountiful,infrastructure,138748414.47382632,5392024.2937200945,0.038861880434224734
13,stn_126_Harrisville,energy,6700821.359579662,204810.604855556,0.030565000000000543
13,stn_126_Harrisville,flatDmd,6700821.359579662,67984.96000342931,0.010145765176419203
13,stn_126_Harrisville,grid upgrades,6700821.359579662,15513.002371735418,0.002315089679201437
13,stn_126_Harrisville,infrastructure,6700821.359579662,114325.47815009457,0.017061412626177833
13,stn_131_Millcreek,energy,72455120.21620469,2214590.7494082856,0.030564999999999853
13,stn_131_Millcreek,flatDmd,72455120.21620469,1070390.6949377717,0.014773154633430272
13,stn_131_Millcreek,grid upgrades,72455120.21620469,209057.51934741717,0.0028853381061765345
13,stn_131_Millcreek,infrastructure,72455120.21620469,3726447.400837645,0.05143111197273564
13,stn_132_Syracuse,energy,28650428.889782347,875700.3590162122,0.030565000000000515
13,stn_132_Syracuse,flatDmd,28650428.889782347,498264.1503662092,0.017391158515742362
13,stn_132_Syracuse,grid upgrades,28650428.889782347,84986.1347532853,0.0029663128283428262
13,stn_132_Syracuse,infrastructure,28650428.889782347,837895.4291183535,0.02924547595227008
13,stn_136_Provo,energy,72024985.00014982,2201443.666529567,0.030564999999999832
13,stn_136_Provo,flatDmd,72024985.00014982,1302738.6797338186,0.018087316224100692
13,stn_136_Provo,grid upgrades,72024985.00014982,141485.15023765733,0.0019643898605096973
13,stn_136_Provo,infrastructure,72024985.00014982,2190723.1019578315,0.030416154921146802
13,stn_137_Lindon,energy,16958139.824386198,518325.5437323787,0.03056500000000086
13,stn_137_Lindon,flatDmd,16958139.824386198,359625.13985472044,0.021206638439056336
13,stn_137_Lindon,grid upgrades,16958139.824386198,83653.05458921965,0.00493291454460852
13,stn_137_Lindon,infrastructure,16958139.824386198,604756.052906579,0.035661697519260085
13,stn_141_Kaysville,energy,55806856.27138936,1715138.4227534416,0.030733471428899428
13,stn_141_Kaysville,flatDmd,55806856.27138936,1070390.6949377717,0.01918027221838926
13,stn_141_Kaysville,grid upgrades,55806856.27138936,306082.1314591446,0.005484668944092887
13,stn_141_Kaysville,infrastructure,55806856.27138936,2229715.1469304394,0.03995414355697282
13,stn_141_Kaysville,timevarDmd,55806856.27138936,114485.0560979372,0.0020514514478506924
13,stn_143_Clinton,energy,6073237.471908433,185628.50332887817,0.030564999999999492
13,stn_143_Clinton,flatDmd,6073237.471908433,75705.2233442888,0.012465381716829104
13,stn_143_Clinton,infrastructure,6073237.471908433,127308.09662694426,0.020962146995865683
13,stn_147_South_Salt_Lake,energy,58031449.84670457,2081484.0067343563,0.035868206157743575
13,stn_147_South_Salt_Lake,flatDmd,58031449.84670457,1849476.5136691392,0.031870244816469384
13,stn_147_South_Salt_Lake,grid upgrades,58031449.84670457,501004.6789084127,0.008633330379162725
13,stn_147_South_Salt_Lake,infrastructure,58031449.84670457,3110133.281565933,0.053593926910005474
13,stn_147_South_Salt_Lake,timevarDmd,58031449.84670457,804614.0478159147,0.013865137782036756
13,stn_14_Taylorsville,energy,11219827.602006976,342934.0306553447,0.030565000000000134
13,stn_14_Taylorsville,flatDmd,11219827.602006976,203573.164201019,0.01814405456324519
13,stn_14_Taylorsville,grid upgrades,11219827.602006976,41828.40587218809,0.0037280791965739225
13,stn_14_Taylorsville,infrastructure,11219827.602006976,342334.5300877613,0.0305115677558651
13,stn_151_North_Salt_Lake,energy,175781641.59336823,5790095.25253867,0.032939135168237696
13,stn_151_North_Salt_Lake,flatDmd,175781641.59336823,3908285.0391392987,0.022233749802952958
13,stn_151_North_Salt_Lake,grid upgrades,175781641.59336823,448478.9829975338,0.002551341419572075
13,stn_151_North_Salt_Lake,infrastructure,175781641.59336823,6572285.338167781,0.03738891774245289
13,stn_151_North_Salt_Lake,timevarDmd,175781641.59336823,1299422.4814203377,0.007392253648570781
13,stn_157_Farmington,energy,6147204.6359580085,187889.3096980588,0.030565000000000366
13,stn_157_Farmington,flatDmd,6147204.6359580085,93969.96341424271,0.015286617085197783
13,stn_157_Farmington,infrastructure,6147204.6359580085,158022.61262694377,0.02570641811769079
13,stn_160_Bountiful,energy,6369332.619586402,194678.65151766097,0.030565000000000408
13,stn_160_Bountiful,flatDmd,6369332.619586402,92580.7995535365,0.014535400344588743
13,stn_160_Bountiful,grid upgrades,6369332.619586402,25947.759072845496,0.004073858380869178
13,stn_160_Bountiful,infrastructure,6369332.619586402,155686.5544370729,0.024443150285215053
13,stn_167_West_Valley_City,energy,850088116.4141175,30244501.64322332,0.03557807838886412
13,stn_167_West_Valley_City,flatDmd,850088116.4141175,20021348.828602884,0.02355208647435033
13,stn_167_West_Valley_City,grid upgrades,850088116.4141175,5597592.498581201,0.0065847203254566535
13,stn_167_West_Valley_City,infrastructure,850088116.4141175,33668480.17450331,0.03960587087903936
13,stn_167_West_Valley_City,timevarDmd,850088116.4141175,11465096.112309286,0.01348695022425664
13,stn_172_Santaquin,energy,8699247.005414186,302036.5102093314,0.03471984529481134
13,stn_172_Santaquin,flatDmd,8699247.005414186,104488.40536528424,0.012011201118930566
13,stn_172_Santaquin,grid upgrades,8699247.005414186,9182.392020674935,0.0010555387167372134
13,stn_172_Santaquin,infrastructure,8699247.005414186,175710.72931313724,0.020198383745602285
13,stn_172_Santaquin,timevarDmd,8699247.005414186,100518.35811644357,0.011554834349902187
13,stn_174_Eagle_Mountain,energy,37205273.353459194,1137179.1800484874,0.030565000000000193
13,stn_174_Eagle_Mountain,flatDmd,37205273.353459194,427720.0452658748,0.011496221011533225
13,stn_174_Eagle_Mountain,grid upgrades,37205273.353459194,102936.85060858897,0.002766727437550686
13,stn_174_Eagle_Mountain,infrastructure,37205273.353459194,719266.4184392351,0.019332378278907623
13,stn_181_South_Jordan,energy,14336070.553412415,464290.10214373725,0.03238614796250583
13,stn_181_South_Jordan,flatDmd,14336070.553412415,347259.50323060184,0.024222781405602363
13,stn_181_South_Jordan,grid upgrades,14336070.553412415,51857.36723655717,0.0036172650687892687
13,stn_181_South_Jordan,infrastructure,14336070.553412415,583961.6401480604,0.04073373090432092
13,stn_181_South_Jordan,timevarDmd,14336070.553412415,74379.24784099299,0.005188259053544382
13,stn_185_Spanish_Fork,energy,91217246.19588825,3272789.5558015057,0.03587906555272693
13,stn_185_Spanish_Fork,flatDmd,91217246.19588825,2064816.971401077,0.022636256382558406
13,stn_185_Spanish_Fork,grid upgrades,91217246.19588825,578709.3388889516,0.006344297411107745
13,stn_185_Spanish_Fork,infrastructure,91217246.19588825,3472256.0333337085,0.038065784466646456
13,stn_185_Spanish_Fork,timevarDmd,91217246.19588825,1338935.364976699,0.014678533071491183
13,stn_18_Cedar_Fort,energy,91028.87041661846,2782.297424283923,0.03056499999999978
13,stn_18_Cedar_Fort,flatDmd,91028.87041661846,3066.967123338557,0.03369224630934939
13,stn_18_Cedar_Fort,grid upgrades,91028.87041661846,859.5834599020478,0.009442976233451318
13,stn_18_Cedar_Fort,infrastructure,91028.87041661846,5157.500759412287,0.0566578574007079
13,stn_190_Sandy,energy,15114977.009454021,551546.6917925718,0.036490078115738706
13,stn_190_Sandy,flatDmd,15114977.009454021,459696.05802359723,0.03041328198753259
13,stn_190_Sandy,infrastructure,15114977.009454021,773038.2077831683,0.05114385601113738
13,stn_190_Sandy,timevarDmd,15114977.009454021,232169.61610697865,0.015360236139410774
13,stn_194_Uintah,energy,54038096.20871821,1704189.8076386342,0.031536821746205215
13,stn_194_Uintah,flatDmd,54038096.20871821,1182271.3082297784,0.021878478169610964
13,stn_194_Uintah,grid upgrades,54038096.20871821,328878.0759264319,0.0060860411265445825
13,stn_194_Uintah,infrastructure,54038096.20871821,1988141.6803023687,0.03679148267221177
13,stn_194_Uintah,timevarDmd,54038096.20871821,633967.992472029,0.011731871345418494
13,stn_195_Marriott_Slaterville,energy,107918746.86978611,3298536.4980750117,0.03056499999999999
13,stn_195_Marriott_Slaterville,flatDmd,107918746.86978611,1199364.6864129964,0.011113589818274485
13,stn_195_Marriott_Slaterville,grid upgrades,107918746.86978611,457092.83562688576,0.004235527643574386
13,stn_195_Marriott_Slaterville,infrastructure,107918746.86978611,3150388.024493507,0.029192222073285746
13,stn_198_West_Jordan,energy,11004973.705454022,391672.7492938194,0.035590521138610984
13,stn_198_West_Jordan,flatDmd,11004973.705454022,485484.6214771841,0.04411501876070634
13,stn_198_West_Jordan,infrastructure,11004973.705454022,816405.003137415,0.07418509348484931
13,stn_198_West_Jordan,timevarDmd,11004973.705454022,147239.02179847108,0.013379316092822648
13,stn_208_Cedar_Hills,energy,2798941.951101632,85549.66073542171,0.03056500000000012
13,stn_208_Cedar_Hills,flatDmd,2798941.951101632,32451.992553653356,0.011594378561827844
13,stn_208_Cedar_Hills,grid upgrades,2798941.951101632,242.2584929814331,0.00008655359675683267
13,stn_208_Cedar_Hills,infrastructure,2798941.951101632,54572.2107570937,0.019497442858939857
13,stn_209_Woods_Cross,energy,11622009.477769108,373893.9393040035,0.03217119552511103
13,stn_209_Woods_Cross,flatDmd,11622009.477769108,173607.195599432,0.014937795045814795
13,stn_209_Woods_Cross,grid upgrades,11622009.477769108,16077.703527210166,0.0013833841349005977
13,stn_209_Woods_Cross,infrastructure,11622009.477769108,291942.8892243358,0.025119828871484916
13,stn_209_Woods_Cross,timevarDmd,11622009.477769108,50199.30574451762,0.004319330993537753
13,stn_213_Pleasant_Grove,energy,5146103.42905264,157290.65130899425,0.03056500000000006
13,stn_213_Pleasant_Grove,flatDmd,5146103.42905264,84680.83733113957,0.016455331397551932
13,stn_213_Pleasant_Grove,grid upgrades,5146103.42905264,385.02283417048136,0.00007481832409290718
13,stn_213_Pleasant_Grove,infrastructure,5146103.42905264,142401.74911545982,0.027671761961005698
13,stn_217_Layton,energy,110797395.0521818,3386522.379769902,0.03056499999999969
13,stn_217_Layton,flatDmd,110797395.0521818,1897646.8188238337,0.0171271790093089
13,stn_217_Layton,grid upgrades,110797395.0521818,407925.1244099106,0.0036817212554301638
13,stn_217_Layton,infrastructure,110797395.0521818,3191137.8621256417,0.028801560367215533
13,stn_219_Salt_Lake_City,energy,789128894.8537899,27918340.32008999,0.03537868211664295
13,stn_219_Salt_Lake_City,flatDmd,789128894.8537899,20473951.995388217,0.02594500357154155
13,stn_219_Salt_Lake_City,grid upgrades,789128894.8537899,5711701.81955403,0.007237983372301043
13,stn_219_Salt_Lake_City,infrastructure,789128894.8537899,34429590.77091126,0.04362986958840278
13,stn_219_Salt_Lake_City,timevarDmd,789128894.8537899,10457258.988785725,0.013251648820593815
13,stn_222_Roy,energy,5894171.449507673,180155.35035420462,0.03056500000000044
13,stn_222_Roy,flatDmd,5894171.449507673,80528.14418564455,0.013662334880396273
13,stn_222_Roy,grid upgrades,5894171.449507673,22569.74333759306,0.003829163018235287
13,stn_222_Roy,infrastructure,5894171.449507673,135418.4600255583,0.022974978109411716
13,stn_228_Payson,energy,21272927.21229544,723830.0958989873,0.034025881284481814
13,stn_228_Payson,flatDmd,21272927.21229544,458662.2416826893,0.02156084290165715
13,stn_228_Payson,grid upgrades,21272927.21229544,128549.95204606694,0.00604288966737812
13,stn_228_Payson,infrastructure,21272927.21229544,771299.7122764016,0.03625733800426872
13,stn_228_Payson,timevarDmd,21272927.21229544,200679.02747885973,0.009433540832258863
13,stn_22_West_Haven,energy,188987068.18743193,5776389.739148839,0.030564999999999908
13,stn_22_West_Haven,flatDmd,188987068.18743193,2399391.601950869,0.012696062354759752
13,stn_22_West_Haven,grid upgrades,188987068.18743193,520095.91358559474,0.0027520185300180357
13,stn_22_West_Haven,infrastructure,188987068.18743193,4039706.621383994,0.02137557167338841
13,stn_23_Farr_West,energy,65939863.03820083,2029961.4783456565,0.030785042382779022
13,stn_23_Farr_West,flatDmd,65939863.03820083,1391351.8738433933,0.021100314888997322
13,stn_23_Farr_West,grid upgrades,65939863.03820083,294053.68150958844,0.004459422084926607
13,stn_23_Farr_West,infrastructure,65939863.03820083,2339737.6161455764,0.03548290075746897
13,stn_23_Farr_West,timevarDmd,65939863.03820083,128344.98277241111,0.0019463944397042077
13,stn_241_Pleasant_View,energy,45952003.00081513,1404665.4292452172,0.03056810013744777
13,stn_241_Pleasant_View,flatDmd,45952003.00081513,1070390.6949377717,0.023293667849882068
13,stn_241_Pleasant_View,grid upgrades,45952003.00081513,267173.8360079186,0.005814193474943394
13,stn_241_Pleasant_View,infrastructure,45952003.00081513,2056816.7029311298,0.04476010986712907
13,stn_241_Pleasant_View,timevarDmd,45952003.00081513,1126.9367963655507,0.00002452421489321282
13,stn_244_Riverdale,energy,17344598.301111292,610264.8472908859,0.035184720723787845
13,stn_244_Riverdale,flatDmd,17344598.301111292,269424.97675922746,0.01553365330703364
13,stn_244_Riverdale,infrastructure,17344598.301111292,453072.8457003295,0.02612184138454798
13,stn_244_Riverdale,timevarDmd,17344598.301111292,269438.90110586165,0.015534456112978894
13,stn_254_Magna_City,energy,55775988.87048836,1704793.0998264763,0.03056499999999999
13,stn_254_Magna_City,flatDmd,55775988.87048836,1070390.6949377717,0.019190886914138176
13,stn_254_Magna_City,grid upgrades,55775988.87048836,286574.66445312893,0.005137957573796751
13,stn_254_Magna_City,infrastructure,55775988.87048836,2667802.8805148657,0.04783066933532087
13,stn_256_Kearns,energy,42345439.31181854,1294288.3525657398,0.030565000000000144
13,stn_256_Kearns,flatDmd,42345439.31181854,1070390.6949377717,0.025277590983429174
13,stn_256_Kearns,grid upgrades,42345439.31181854,206585.95578440427,0.004878588087448333
13,stn_256_Kearns,infrastructure,42345439.31181854,1800000.0,0.04250752924642874
13,stn_25_Vineyard,energy,70150223.13132282,2144141.570008889,0.0305650000000001
13,stn_25_Vineyard,flatDmd,70150223.13132282,1070390.6949377717,0.01525855011086673
13,stn_25_Vineyard,grid upgrades,70150223.13132282,291393.00766530284,0.004153842919641303
13,stn_25_Vineyard,infrastructure,70150223.13132282,2021652.2544874337,0.02881889984445031
13,stn_27_Midvale,energy,40828742.004575685,1250852.3215495397,0.030636562875470334
13,stn_27_Midvale,flatDmd,40828742.004575685,1070390.6949377717,0.026216597484630136
13,stn_27_Midvale,grid upgrades,40828742.004575685,201808.94582721972,0.004942815671484636
13,stn_27_Midvale,infrastructure,40828742.004575685,1799999.9999996857,0.044086589780257236
13,stn_27_Midvale,timevarDmd,40828742.004575685,9586.852464026191,0.00023480646214746933
13,stn_31_Springville,energy,279262442.4055078,10071340.985629993,0.03606407255797659
13,stn_31_Springville,flatDmd,279262442.4055078,6042684.844995458,0.02163801473963002
13,stn_31_Springville,grid upgrades,279262442.4055078,1693592.313602863,0.006064518733756734
13,stn_31_Springville,infrastructure,279262442.4055078,10161553.881617181,0.03638711240254042
13,stn_31_Springville,timevarDmd,279262442.4055078,4194251.4304731158,0.015019031540169592
13,stn_33_Murray,energy,13474711.319101995,486582.08775953506,0.03611076157674321
13,stn_33_Murray,flatDmd,13474711.319101995,381664.4076943669,0.028324496061990768
13,stn_33_Murray,grid upgrades,13474711.319101995,106969.65402428749,0.00793854884836348
13,stn_33_Murray,infrastructure,13474711.319101995,641817.9241457249,0.047631293090180875
13,stn_33_Murray,timevarDmd,13474711.319101995,192649.3624046413,0.01429710498743955
13,stn_35_Centerville,energy,19051320.427788973,582303.608875376,0.03056500000000032
13,stn_35_Centerville,flatDmd,19051320.427788973,213742.85180122138,0.011219319553801007
13,stn_35_Centerville,grid upgrades,19051320.427788973,51052.91859259326,0.0026797574890465624
13,stn_35_Centerville,infrastructure,19051320.427788973,359436.1713547646,0.018866732766222204
13,stn_47_Lehi,energy,8738987.171497326,315089.93315153726,0.03605565804916386
13,stn_47_Lehi,flatDmd,8738987.171497326,273432.82688805263,0.031288846352798
13,stn_47_Lehi,grid upgrades,8738987.171497326,76635.4270962573,0.00876937173522898
13,stn_47_Lehi,infrastructure,8738987.171497326,459812.5625775439,0.052616230411373886
13,stn_47_Lehi,timevarDmd,8738987.171497326,136685.93620869974,0.015640935674388932
13,stn_52_Plain_City,energy,1759489.4355399117,53778.794597277054,0.0305649999999998
13,stn_52_Plain_City,flatDmd,1759489.4355399117,28083.145706076837,0.015960962958245513
13,stn_52_Plain_City,grid upgrades,1759489.4355399117,3621.412439424902,0.0020582177797013293
13,stn_52_Plain_City,infrastructure,1759489.4355399117,47225.431340167874,0.026840417672457588
13,stn_53_Holladay,energy,2552900.195621528,78029.39447917187,0.030564999999999943
13,stn_53_Holladay,flatDmd,2552900.195621528,45068.72808962311,0.01765393263979546
13,stn_53_Holladay,infrastructure,2552900.195621528,75788.87871968825,0.029687364531395914
13,stn_61_Saratoga_Springs,energy,13797198.30338449,421711.36614295107,0.0305650000000003
13,stn_61_Saratoga_Springs,flatDmd,13797198.30338449,172325.22338383022,0.012489870740029762
13,stn_61_Saratoga_Springs,grid upgrades,13797198.30338449,41521.493615825166,0.003009414861105521
13,stn_61_Saratoga_Springs,infrastructure,13797198.30338449,289787.0876100315,0.021003328446685145
13,stn_62_Salem,energy,5747644.858036326,175676.7650858823,0.030565000000000345
13,stn_62_Salem,flatDmd,5747644.858036326,69709.66766134364,0.01212838812820454
13,stn_62_Salem,grid upgrades,5747644.858036326,19537.632751580382,0.0033992414691841944
13,stn_62_Salem,infrastructure,5747644.858036326,117225.79650948229,0.020395448815105164
13,stn_6_Bluffdale,energy,136658.80045331112,4176.9762358554735,0.03056500000000014
13,stn_6_Bluffdale,flatDmd,136658.80045331112,3461.9692256597386,0.025332940243702088
13,stn_6_Bluffdale,infrastructure,136658.80045331112,5821.747737212727,0.04260060616587734
13,stn_88_Orem,energy,30682012.952749945,1080102.6255386902,0.03520312135980255
13,stn_88_Orem,flatDmd,30682012.952749945,1070390.6949375847,0.034886586371825665
13,stn_88_Orem,grid upgrades,30682012.952749945,190607.97057977918,0.006212368493335621
13,stn_88_Orem,infrastructure,30682012.952749945,1799999.9999996857,0.0586662942477624
13,stn_88_Orem,timevarDmd,30682012.952749945,420719.6299868019,0.013712256449233197
13,stn_8_Herriman,energy,14670919.909309706,448416.66702805896,0.030565000000000533
13,stn_8_Herriman,flatDmd,14670919.909309706,152325.90886072614,0.010382846461050128
13,stn_8_Herriman,grid upgrades,14670919.909309706,25552.989265115004,0.0017417441730357944
13,stn_8_Herriman,infrastructure,14670919.909309706,256155.6609619511,0.01746009538225362
13,stn_93_American_Fork,energy,20862132.406998456,637651.0770199262,0.03056500000000088
13,stn_93_American_Fork,flatDmd,20862132.406998456,487147.12167685124,0.023350782756676965
13,stn_93_American_Fork,grid upgrades,20862132.406998456,109265.87324190313,0.005237521798358857
13,stn_93_American_Fork,infrastructure,20862132.406998456,819200.7116329704,0.0392673527159745
13,stn_94_Mapleton,energy,788307.1649586594,24094.60849696131,0.030564999999999856
13,stn_94_Mapleton,flatDmd,788307.1649586594,27587.093966167187,0.034995361189713296
13,stn_94_Mapleton,grid upgrades,788307.1649586594,1003.5124861945249,0.0012729967845048716
13,stn_94_Mapleton,infrastructure,788307.1649586594,46391.25636456303,0.05884921313254319
13,stn_98_Ogden,energy,201340588.74308214,6153975.094932249,0.030564999999999717
13,stn_98_Ogden,flatDmd,201340588.74308214,2995289.118972753,0.014876727726245254
13,stn_98_Ogden,grid upgrades,201340588.74308214,805301.3706220163,0.0039996971085130275
13,stn_98_Ogden,infrastructure,201340588.74308214,5036964.95088123,0.025017136297880698
13,stn_Inland_Port,energy,87664566.79936618,3086621.3542015385,0.035209451970095805
13,stn_Inland_Port,flatDmd,87664566.79936618,2982015.415359405,0.03401619975131121
13,stn_Inland_Port,grid upgrades,87664566.79936618,830691.6519886933,0.009475797147208389
13,stn_Inland_Port,infrastructure,87664566.79936618,5014643.5063684685,0.057202626893089546
13,stn_Inland_Port,timevarDmd,87664566.79936618,1152181.2704643437,0.013143066948602934
13,stn_UTNW_MERGED_17,energy,286022978.8559605,10150213.192745084,0.035487404660087374
13,stn_UTNW_MERGED_17,flatDmd,286022978.8559605,13847368.748702278,0.04841348343440522
13,stn_UTNW_MERGED_17,grid upgrades,286022978.8559605,3881022.7370784404,0.013568919366555163
13,stn_UTNW_MERGED_17,infrastructure,286022978.8559605,23286136.42247064,0.08141351619933097
13,stn_UTNW_MERGED_17,timevarDmd,286022978.8559605,3512490.4992456394,0.01228044863141751
13,stn_UTNW_MERGED_23,energy,10822464.539516605,431104.1129322601,0.03983419038779458
13,stn_UTNW_MERGED_23,flatDmd,10822464.539516605,287849.0340357534,0.026597364489827233
13,stn_UTNW_MERGED_23,grid upgrades,10822464.539516605,77692.06418168313,0.007178777430778565
13,stn_UTNW_MERGED_23,infrastructure,10822464.539516605,484055.27413004864,0.04472689860637505
13,stn_UTNW_MERGED_23,timevarDmd,10822464.539516605,258677.54028484545,0.02390190693998795
13,stn_UTNW_MERGED_24,energy,195413592.3330866,6956967.436683015,0.03560124632898983
13,stn_UTNW_MERGED_24,flatDmd,195413592.3330866,5274006.24605194,0.026988942698838905
13,stn_UTNW_MERGED_24,grid upgrades,195413592.3330866,1478153.6137209837,0.007564231311000309
13,stn_UTNW_MERGED_24,infrastructure,195413592.3330866,8868921.682325901,0.04538538786600185
13,stn_UTNW_MERGED_24,timevarDmd,195413592.3330866,2960025.3734828145,0.015147489681461812
13,stn_UTNW_MERGED_44,energy,174820644.6504671,6170077.188845138,0.0352937560731541
13,stn_UTNW_MERGED_44,flatDmd,174820644.6504671,4285562.452234935,0.024514052449602867
13,stn_UTNW_MERGED_44,grid upgrades,174820644.6504671,1199426.905605627,0.006860899683808724
13,stn_UTNW_MERGED_44,infrastructure,174820644.6504671,7206725.96511253,0.04122354072953748
13,stn_UTNW_MERGED_44,timevarDmd,174820644.6504671,2470770.805569813,0.014133175235166434
14,stn_100_South_Ogden,energy,4752798.93372727,145269.2994093736,0.030564999999999915
14,stn_100_South_Ogden,flatDmd,4752798.93372727,67791.34348684503,0.014263457055962868
14,stn_100_South_Ogden,infrastructure,4752798.93372727,113999.88700706622,0.02398584257332858
14,stn_102_Riverton,energy,17960550.726358496,642271.1905640065,0.035760105597509535
14,stn_102_Riverton,flatDmd,17960550.726358496,290253.55296362506,0.016160615416856653
14,stn_102_Riverton,grid upgrades,17960550.726358496,70726.0651758206,0.003937856152262894
14,stn_102_Riverton,infrastructure,17960550.726358496,488098.7828139697,0.027176159030449273
14,stn_102_Riverton,timevarDmd,17960550.726358496,295062.7820782733,0.016428381655649672
14,stn_103_Cottonwood_Heights,energy,5828809.749712295,178157.56999995676,0.030565000000000078
14,stn_103_Cottonwood_Heights,flatDmd,5828809.749712295,129643.7556077771,0.022241891771158977
14,stn_103_Cottonwood_Heights,grid upgrades,5828809.749712295,24814.602061633796,0.004257233144872951
14,stn_103_Cottonwood_Heights,infrastructure,5828809.749712295,218012.69498850172,0.03740260951204706
14,stn_111_Alpine,energy,894466.0198261831,27339.353895987206,0.030564999999999908
14,stn_111_Alpine,flatDmd,894466.0198261831,48421.277099198305,0.05413428350090679
14,stn_111_Alpine,infrastructure,894466.0198261831,81426.62225181618,0.09103377931297982
14,stn_112_Sunset,energy,136165074.8861232,4161885.5138943866,0.030565000000000224
14,stn_112_Sunset,flatDmd,136165074.8861232,2233986.030857953,0.016406453951031623
14,stn_112_Sunset,grid upgrades,136165074.8861232,607487.6296648361,0.004461405615007274
14,stn_112_Sunset,infrastructure,136165074.8861232,4879519.391655155,0.03583532264595725
