sc,LocId,hour_of_day,net_power_kw,net_energy_kwh
0,stn_100_South_Ogden,0,0.0,0.0
0,stn_100_South_Ogden,1,0.0,0.0
0,stn_100_South_Ogden,2,0.0,0.0
0,stn_100_South_Ogden,3,34.37586984298077,5.843897873306791
0,stn_100_South_Ogden,4,34.37586984298077,34.37586984298077
0,stn_100_South_Ogden,5,34.37586984298077,8.823139926365101
0,stn_100_South_Ogden,6,34.37586984298077,32.6666252035659
0,stn_100_South_Ogden,7,34.37586984298077,23.003186236594598
0,stn_100_South_Ogden,8,34.37586984298077,23.041381647531495
0,stn_100_South_Ogden,9,34.37586984298077,17.264325743363692
0,stn_100_South_Ogden,10,0.0,0.0
0,stn_100_South_Ogden,11,34.37586984298077,15.827699858033244
0,stn_100_South_Ogden,12,34.37586984298077,13.597566293445654
0,stn_100_South_Ogden,13,34.37586984298077,17.2452280378953
0,stn_100_South_Ogden,14,34.37586984298077,11.487269839196129
0,stn_100_South_Ogden,15,0.0,0.0
0,stn_100_South_Ogden,16,0.0,0.0
0,stn_100_South_Ogden,17,0.0,0.0
0,stn_100_South_Ogden,18,0.0,0.0
0,stn_100_South_Ogden,19,0.0,0.0
0,stn_100_South_Ogden,20,0.0,0.0
0,stn_100_South_Ogden,21,0.0,0.0
0,stn_100_South_Ogden,22,34.37586984298077,34.37586984298077
0,stn_100_South_Ogden,23,34.37586984298077,34.37586984298077
0,stn_102_Riverton,0,56.113019544384784,56.113019544384784
0,stn_102_Riverton,1,72.60510376356655,72.60510376356655
0,stn_102_Riverton,2,72.60510376356655,72.60510376356655
0,stn_102_Riverton,3,72.60510376356655,72.60510376356655
0,stn_102_Riverton,4,72.60510376356655,72.60510376356655
0,stn_102_Riverton,5,72.60510376356655,72.60510376356655
0,stn_102_Riverton,6,72.60510376356655,72.60510376356655
0,stn_102_Riverton,7,72.60510376356655,22.164724732266617
0,stn_102_Riverton,8,72.60510376356655,15.375187431309525
0,stn_102_Riverton,9,72.60510376356655,36.46389655681345
0,stn_102_Riverton,10,72.60510376356655,36.44372847243488
0,stn_102_Riverton,11,72.60510376356655,27.63027559891263
0,stn_102_Riverton,12,72.60510376356655,52.05763344249819
0,stn_102_Riverton,13,72.60510376356655,12.342867639806439
0,stn_102_Riverton,14,72.60510376356655,36.484064641192035
0,stn_102_Riverton,15,0.0,0.0
0,stn_102_Riverton,16,0.0,0.0
0,stn_102_Riverton,17,0.0,0.0
0,stn_102_Riverton,18,0.0,0.0
0,stn_102_Riverton,19,0.0,0.0
0,stn_102_Riverton,20,0.0,0.0
0,stn_102_Riverton,21,0.0,0.0
0,stn_102_Riverton,22,72.60510376356655,72.60510376356655
0,stn_102_Riverton,23,72.60510376356655,72.60510376356655
0,stn_103_Cottonwood_Heights,0,0.0,0.0
0,stn_103_Cottonwood_Heights,1,0.0,0.0
0,stn_103_Cottonwood_Heights,2,0.0,0.0
0,stn_103_Cottonwood_Heights,3,0.0,0.0
0,stn_103_Cottonwood_Heights,4,0.0,0.0
0,stn_103_Cottonwood_Heights,5,0.0,0.0
0,stn_103_Cottonwood_Heights,6,23.98851065424743,8.08279539544496
0,stn_103_Cottonwood_Heights,7,23.98851065424743,20.030406396296627
0,stn_103_Cottonwood_Heights,8,23.98851065424743,9.595404261698938
0,stn_103_Cottonwood_Heights,9,23.98851065424743,16.032321287255442
0,stn_103_Cottonwood_Heights,10,23.98851065424743,12.03423617821409
0,stn_103_Cottonwood_Heights,11,23.98851065424743,20.023742921114955
0,stn_103_Cottonwood_Heights,12,23.98851065424743,18.977577317582483
0,stn_103_Cottonwood_Heights,13,23.98851065424743,16.04564823761879
0,stn_103_Cottonwood_Heights,14,23.98851065424743,8.042814544354583
0,stn_103_Cottonwood_Heights,15,0.0,0.0
0,stn_103_Cottonwood_Heights,16,0.0,0.0
0,stn_103_Cottonwood_Heights,17,0.0,0.0
0,stn_103_Cottonwood_Heights,18,0.0,0.0
0,stn_103_Cottonwood_Heights,19,0.0,0.0
0,stn_103_Cottonwood_Heights,20,0.0,0.0
0,stn_103_Cottonwood_Heights,21,0.0,0.0
0,stn_103_Cottonwood_Heights,22,23.98851065424743,23.98851065424743
0,stn_103_Cottonwood_Heights,23,23.98851065424743,23.98851065424743
0,stn_112_Sunset,0,23.67629859329051,23.67629859329051
0,stn_112_Sunset,1,23.67629859329051,23.67629859329051
0,stn_112_Sunset,2,23.67629859329051,23.67629859329051
0,stn_112_Sunset,3,23.67629859329051,23.67629859329051
0,stn_112_Sunset,4,23.67629859329051,23.67629859329051
0,stn_112_Sunset,5,23.67629859329051,23.67629859329051
0,stn_112_Sunset,6,0.0,0.0
0,stn_112_Sunset,7,23.67629859329051,6.524135612373409
0,stn_112_Sunset,8,23.67629859329051,21.979497194104724
0,stn_112_Sunset,9,23.67629859329051,23.676298593290557
0,stn_112_Sunset,10,23.67629859329051,23.67629859329051
0,stn_112_Sunset,11,23.67629859329051,23.67629859329051
0,stn_112_Sunset,12,23.67629859329051,23.676298593290554
0,stn_112_Sunset,13,23.67629859329051,23.676298593290554
0,stn_112_Sunset,14,23.67629859329051,23.67629859329051
0,stn_112_Sunset,15,0.0,0.0
0,stn_112_Sunset,16,0.0,0.0
0,stn_112_Sunset,17,0.0,0.0
0,stn_112_Sunset,18,0.0,0.0
0,stn_112_Sunset,19,0.0,0.0
0,stn_112_Sunset,20,0.0,0.0
0,stn_112_Sunset,21,0.0,0.0
0,stn_112_Sunset,22,23.67629859329051,23.67629859329051
0,stn_112_Sunset,23,23.67629859329051,23.67629859329051
0,stn_115_Clearfield,0,370.19655616323655,297.5875012478267
0,stn_115_Clearfield,1,205.2270520336482,205.2270520336482
0,stn_115_Clearfield,2,370.19655616323655,67.8693686299268
0,stn_115_Clearfield,3,370.19655616323655,77.30478385432646
0,stn_115_Clearfield,4,307.6258824518837,277.5025589999634
0,stn_115_Clearfield,5,370.19655616323655,178.88259959099355
0,stn_115_Clearfield,6,370.19655616323655,260.9664440626242
0,stn_115_Clearfield,7,370.19655616323655,346.2595855711962
0,stn_115_Clearfield,8,370.19655616323655,303.43980458134007
0,stn_115_Clearfield,9,370.19655616323655,325.9863579459089
0,stn_115_Clearfield,10,370.19655616323655,353.2311218173388
0,stn_115_Clearfield,11,370.19655616323655,352.3016019436076
0,stn_115_Clearfield,12,370.19655616323655,361.6804890781088
0,stn_115_Clearfield,13,370.19655616323655,335.5924977171352
0,stn_115_Clearfield,14,370.19655616323655,370.19655616323655
0,stn_115_Clearfield,15,0.0,0.0
0,stn_115_Clearfield,16,0.0,0.0
0,stn_115_Clearfield,17,0.0,0.0
0,stn_115_Clearfield,18,0.0,0.0
0,stn_115_Clearfield,19,0.0,0.0
0,stn_115_Clearfield,20,0.0,0.0
0,stn_115_Clearfield,21,0.0,0.0
0,stn_115_Clearfield,22,370.19655616323655,370.19655616323655
0,stn_115_Clearfield,23,370.19655616323655,370.19655616323655
0,stn_117_Draper,0,248.7987999666865,248.7987999666865
0,stn_117_Draper,1,0.0,0.0
0,stn_117_Draper,2,0.0,0.0
0,stn_117_Draper,3,394.8162354538822,0.3290135295446026
0,stn_117_Draper,4,394.8162354538822,143.72475251522755
0,stn_117_Draper,5,394.8162354538822,178.77260216767198
0,stn_117_Draper,6,394.8162354538822,165.16063984283906
0,stn_117_Draper,7,394.8162354538822,220.87986034116142
0,stn_117_Draper,8,394.8162354538822,104.05891999174743
0,stn_117_Draper,9,394.8162354538822,234.81656452266793
0,stn_117_Draper,10,394.8162354538822,231.81250753033504
0,stn_117_Draper,11,394.8162354538822,166.65745074500103
0,stn_117_Draper,12,394.8162354538822,316.0593133851981
0,stn_117_Draper,13,394.8162354538822,163.20079666732465
0,stn_117_Draper,14,394.8162354538822,198.28548713906102
0,stn_117_Draper,15,0.0,0.0
0,stn_117_Draper,16,0.0,0.0
0,stn_117_Draper,17,0.0,0.0
0,stn_117_Draper,18,0.0,0.0
0,stn_117_Draper,19,0.0,0.0
0,stn_117_Draper,20,0.0,0.0
0,stn_117_Draper,21,0.0,0.0
0,stn_117_Draper,22,394.8162354538822,394.81623545388214
0,stn_117_Draper,23,394.8162354538822,394.81623545388226
0,stn_122_West_Bountiful,0,0.0,0.0
0,stn_122_West_Bountiful,1,0.0,0.0
0,stn_122_West_Bountiful,2,0.0,0.0
0,stn_122_West_Bountiful,3,0.0,0.0
0,stn_122_West_Bountiful,4,19.943273827993497,7.739098204918612
0,stn_122_West_Bountiful,5,19.943273827993497,10.957721008825295
0,stn_122_West_Bountiful,6,19.943273827993497,12.295574369844863
0,stn_122_West_Bountiful,7,19.943273827993497,16.669253041231233
0,stn_122_West_Bountiful,8,19.943273827993497,7.962672843767963
0,stn_122_West_Bountiful,9,19.943273827993497,7.650461432349667
0,stn_122_West_Bountiful,10,19.943273827993497,19.943273827993497
0,stn_122_West_Bountiful,11,19.943273827993497,10.243087029988875
0,stn_122_West_Bountiful,12,19.943273827993497,19.095684690303838
0,stn_122_West_Bountiful,13,19.943273827993497,10.422221678819767
0,stn_122_West_Bountiful,14,19.943273827993497,19.01779191796108
0,stn_122_West_Bountiful,15,0.0,0.0
0,stn_122_West_Bountiful,16,0.0,0.0
0,stn_122_West_Bountiful,17,0.0,0.0
0,stn_122_West_Bountiful,18,0.0,0.0
0,stn_122_West_Bountiful,19,0.0,0.0
0,stn_122_West_Bountiful,20,0.0,0.0
0,stn_122_West_Bountiful,21,0.0,0.0
0,stn_122_West_Bountiful,22,19.943273827993497,19.943273827993497
0,stn_122_West_Bountiful,23,19.943273827993497,19.943273827993497
0,stn_126_Harrisville,0,0.0,0.0
0,stn_126_Harrisville,1,0.0,0.0
0,stn_126_Harrisville,2,0.0,0.0
0,stn_126_Harrisville,3,17.092652696247576,2.896255040197503
0,stn_126_Harrisville,4,17.092652696247576,11.432300158724711
0,stn_126_Harrisville,5,17.092652696247576,13.913584031216285
0,stn_126_Harrisville,6,17.092652696247576,17.092652696247576
0,stn_126_Harrisville,7,17.092652696247576,5.711794775996093
0,stn_126_Harrisville,8,17.092652696247576,17.092652696247576
0,stn_126_Harrisville,9,17.092652696247576,12.16901912791176
0,stn_126_Harrisville,10,17.092652696247576,9.063853888093481
0,stn_126_Harrisville,11,17.092652696247576,5.726038653242953
0,stn_126_Harrisville,12,17.092652696247576,7.971823299166535
0,stn_126_Harrisville,13,17.092652696247576,11.399849756580712
0,stn_126_Harrisville,14,12.02493673724319,4.596198041790766
0,stn_126_Harrisville,15,0.0,0.0
0,stn_126_Harrisville,16,0.0,0.0
0,stn_126_Harrisville,17,0.0,0.0
0,stn_126_Harrisville,18,0.0,0.0
0,stn_126_Harrisville,19,0.0,0.0
0,stn_126_Harrisville,20,0.0,0.0
0,stn_126_Harrisville,21,0.0,0.0
0,stn_126_Harrisville,22,17.092652696247576,17.092652696247576
0,stn_126_Harrisville,23,17.092652696247576,17.092652696247576
0,stn_131_Millcreek,0,122.07610912156109,106.03666478420043
0,stn_131_Millcreek,1,122.07610912156109,76.73839859502594
0,stn_131_Millcreek,2,32.20239939063496,32.20239939063496
0,stn_131_Millcreek,3,0.0,0.0
0,stn_131_Millcreek,4,122.07610912156109,20.749502529191552
0,stn_131_Millcreek,5,122.07610912156109,40.9294065860343
0,stn_131_Millcreek,6,122.07610912156109,41.08877847540492
0,stn_131_Millcreek,7,122.07610912156109,70.96021425453947
0,stn_131_Millcreek,8,122.07610912156109,67.92380573447609
0,stn_131_Millcreek,9,122.07610912156109,73.02621029870755
0,stn_131_Millcreek,10,122.07610912156109,41.74865328901725
0,stn_131_Millcreek,11,122.07610912156109,67.73080067347118
0,stn_131_Millcreek,12,122.07610912156109,58.09543207080763
0,stn_131_Millcreek,13,122.07610912156109,83.21541652406844
0,stn_131_Millcreek,14,122.07610912156109,58.630222293760355
0,stn_131_Millcreek,15,0.0,0.0
0,stn_131_Millcreek,16,0.0,0.0
0,stn_131_Millcreek,17,0.0,0.0
0,stn_131_Millcreek,18,0.0,0.0
0,stn_131_Millcreek,19,0.0,0.0
0,stn_131_Millcreek,20,0.0,0.0
0,stn_131_Millcreek,21,0.0,0.0
0,stn_131_Millcreek,22,122.07610912156109,122.0761091215611
0,stn_131_Millcreek,23,122.07610912156109,122.07610912156109
0,stn_132_Syracuse,0,123.88610063997406,123.88610063997406
0,stn_132_Syracuse,1,0.0,0.0
0,stn_132_Syracuse,2,123.88610063997406,123.88610063997406
0,stn_132_Syracuse,3,123.88610063997406,123.88610063997406
0,stn_132_Syracuse,4,0.0,0.0
0,stn_132_Syracuse,5,123.88610063997406,18.445263873062604
0,stn_132_Syracuse,6,123.88610063997406,123.88610063997405
0,stn_132_Syracuse,7,123.88610063997406,117.83247383874462
0,stn_132_Syracuse,8,123.88610063997406,119.78796419974904
0,stn_132_Syracuse,9,123.88610063997406,111.23763442932588
0,stn_132_Syracuse,10,123.88610063997406,78.81028656582518
0,stn_132_Syracuse,11,123.88610063997406,119.99483443994792
0,stn_132_Syracuse,12,123.88610063997406,123.88610063997407
0,stn_132_Syracuse,13,123.88610063997406,123.88610063997406
0,stn_132_Syracuse,14,123.88610063997406,123.65435144414597
0,stn_132_Syracuse,15,0.0,0.0
0,stn_132_Syracuse,16,0.0,0.0
0,stn_132_Syracuse,17,0.0,0.0
0,stn_132_Syracuse,18,0.0,0.0
0,stn_132_Syracuse,19,0.0,0.0
0,stn_132_Syracuse,20,0.0,0.0
0,stn_132_Syracuse,21,0.0,0.0
0,stn_132_Syracuse,22,123.88610063997406,123.88610063997406
0,stn_132_Syracuse,23,123.88610063997406,123.88610063997406
0,stn_136_Provo,0,299.3531459311884,299.35314593118846
0,stn_136_Provo,1,299.35314593118846,299.35314593118846
0,stn_136_Provo,2,299.3531459311884,299.35314593118835
0,stn_136_Provo,3,299.3531459311884,276.4275510624769
0,stn_136_Provo,4,299.35314593118846,213.8596507899351
0,stn_136_Provo,5,299.3531459311884,223.19106072792187
0,stn_136_Provo,6,299.35314593118846,103.3197065821526
0,stn_136_Provo,7,299.35314593118846,229.07444652105315
0,stn_136_Provo,8,299.3531459311884,169.22196707641038
0,stn_136_Provo,9,299.3531459311884,265.7501337879026
0,stn_136_Provo,10,299.3531459311884,253.74085705973448
0,stn_136_Provo,11,299.3531459311884,198.06397152801705
0,stn_136_Provo,12,299.3531459311884,218.12790432045946
0,stn_136_Provo,13,299.3531459311884,156.42877820118724
0,stn_136_Provo,14,299.3531459311884,253.44553688748067
0,stn_136_Provo,15,0.0,0.0
0,stn_136_Provo,16,0.0,0.0
0,stn_136_Provo,17,0.0,0.0
0,stn_136_Provo,18,0.0,0.0
0,stn_136_Provo,19,0.0,0.0
0,stn_136_Provo,20,0.0,0.0
0,stn_136_Provo,21,0.0,0.0
0,stn_136_Provo,22,299.3531459311884,299.3531459311884
0,stn_136_Provo,23,299.3531459311884,299.3531459311884
0,stn_137_Lindon,0,0.0,0.0
0,stn_137_Lindon,1,0.0,0.0
0,stn_137_Lindon,2,121.74683697823255,1.6232911597095885
0,stn_137_Lindon,3,121.74683697823255,61.313059844871184
0,stn_137_Lindon,4,121.74683697823255,23.470084684137046
0,stn_137_Lindon,5,0.0,0.0
0,stn_137_Lindon,6,121.74683697823255,64.83019069090871
0,stn_137_Lindon,7,121.74683697823255,78.01725372161542
0,stn_137_Lindon,8,121.74683697823255,81.19837655131593
0,stn_137_Lindon,9,121.74683697823255,106.52154651343338
0,stn_137_Lindon,10,121.74683697823255,90.10182434908074
0,stn_137_Lindon,11,121.74683697823255,81.6718364728978
0,stn_137_Lindon,12,121.74683697823255,82.69921495194167
0,stn_137_Lindon,13,121.74683697823255,109.69879012455802
0,stn_137_Lindon,14,121.74683697823255,108.83780607738952
0,stn_137_Lindon,15,0.0,0.0
0,stn_137_Lindon,16,0.0,0.0
0,stn_137_Lindon,17,0.0,0.0
0,stn_137_Lindon,18,0.0,0.0
0,stn_137_Lindon,19,0.0,0.0
0,stn_137_Lindon,20,0.0,0.0
0,stn_137_Lindon,21,0.0,0.0
0,stn_137_Lindon,22,121.74683697823255,121.74683697823255
0,stn_137_Lindon,23,121.74683697823255,121.74683697823255
0,stn_141_Kaysville,0,124.87656625595567,124.87656625595568
0,stn_141_Kaysville,1,124.87656625759091,124.87656625759091
0,stn_141_Kaysville,2,124.87656625759091,124.87656625759091
0,stn_141_Kaysville,3,124.87656625759091,124.87656625759091
0,stn_141_Kaysville,4,124.87656625595567,124.87656625595567
0,stn_141_Kaysville,5,124.87656625595567,63.234391389081935
0,stn_141_Kaysville,6,124.87656625595567,81.42334023186969
0,stn_141_Kaysville,7,124.87656625595567,124.87656625595567
0,stn_141_Kaysville,8,124.87656625595567,124.87656625595565
0,stn_141_Kaysville,9,124.87656625759091,54.321306322052344
0,stn_141_Kaysville,10,124.87656625595567,60.19372037329832
0,stn_141_Kaysville,11,124.87656625595567,55.41253767024507
0,stn_141_Kaysville,12,124.87656625595567,124.87656625595567
0,stn_141_Kaysville,13,124.87656625595567,124.87656625595567
0,stn_141_Kaysville,14,124.87656625595567,87.96364444829851
0,stn_141_Kaysville,15,0.0,0.0
0,stn_141_Kaysville,16,0.0,0.0
0,stn_141_Kaysville,17,0.0,0.0
0,stn_141_Kaysville,18,0.0,0.0
0,stn_141_Kaysville,19,0.0,0.0
0,stn_141_Kaysville,20,0.0,0.0
0,stn_141_Kaysville,21,0.0,0.0
0,stn_141_Kaysville,22,0.0,0.0
0,stn_141_Kaysville,23,0.0,0.0
0,stn_143_Clinton,0,17.517136533139166,2.9341203693008175
0,stn_143_Clinton,1,17.517136533139166,17.517136533139166
0,stn_143_Clinton,2,17.517136533139166,17.517136533139166
0,stn_143_Clinton,3,17.517136533139166,17.517136533139166
0,stn_143_Clinton,4,2.267092925398801,2.267092925398801
0,stn_143_Clinton,5,17.517136533139166,17.517136533139166
0,stn_143_Clinton,6,17.51713653313917,5.099433079647168
0,stn_143_Clinton,7,0.0,0.0
0,stn_143_Clinton,8,17.517136533139166,8.836422206716882
0,stn_143_Clinton,9,0.0,0.0
0,stn_143_Clinton,10,17.517136533139166,2.982779081892848
0,stn_143_Clinton,11,7.704575817317918,7.704575817317918
0,stn_143_Clinton,12,17.517136533139166,5.868240738601637
0,stn_143_Clinton,13,17.51713653313917,2.9341203693007563
0,stn_143_Clinton,14,0.0,0.0
0,stn_143_Clinton,15,0.0,0.0
0,stn_143_Clinton,16,0.0,0.0
0,stn_143_Clinton,17,0.0,0.0
0,stn_143_Clinton,18,0.0,0.0
0,stn_143_Clinton,19,0.0,0.0
0,stn_143_Clinton,20,0.0,0.0
0,stn_143_Clinton,21,0.0,0.0
0,stn_143_Clinton,22,17.517136533139166,17.517136533139166
0,stn_143_Clinton,23,17.517136533139166,17.517136533139166
0,stn_147_South_Salt_Lake,0,587.2849076277661,587.284907627766
0,stn_147_South_Salt_Lake,1,587.2849076277661,587.2849076277661
0,stn_147_South_Salt_Lake,2,587.2849076277661,587.2849076277661
0,stn_147_South_Salt_Lake,3,587.2849076277661,584.9359403126704
0,stn_147_South_Salt_Lake,4,587.2849076277661,459.16271898571955
0,stn_147_South_Salt_Lake,5,587.2849076277661,463.3365683508064
0,stn_147_South_Salt_Lake,6,587.2849076277661,461.76280274763656
0,stn_147_South_Salt_Lake,7,587.2849076277661,486.0273426081762
0,stn_147_South_Salt_Lake,8,587.2849076277661,348.10990600537025
0,stn_147_South_Salt_Lake,9,587.2849076277661,467.8326934855444
0,stn_147_South_Salt_Lake,10,587.2849076277661,537.7682978738701
0,stn_147_South_Salt_Lake,11,587.2849076277661,579.0502862303548
0,stn_147_South_Salt_Lake,12,587.2849076277661,571.661391594228
0,stn_147_South_Salt_Lake,13,587.2849076277661,428.5049559288987
0,stn_147_South_Salt_Lake,14,587.2849076277661,360.0774177941127
0,stn_147_South_Salt_Lake,15,0.0,0.0
0,stn_147_South_Salt_Lake,16,0.0,0.0
0,stn_147_South_Salt_Lake,17,0.0,0.0
0,stn_147_South_Salt_Lake,18,0.0,0.0
0,stn_147_South_Salt_Lake,19,0.0,0.0
0,stn_147_South_Salt_Lake,20,0.0,0.0
0,stn_147_South_Salt_Lake,21,0.0,0.0
0,stn_147_South_Salt_Lake,22,587.2849076277661,587.2849076277661
0,stn_147_South_Salt_Lake,23,587.2849076277661,587.2849076277661
0,stn_14_Taylorsville,0,69.72277343938399,35.364940083420834
0,stn_14_Taylorsville,1,0.0,0.0
0,stn_14_Taylorsville,2,0.0,0.0
0,stn_14_Taylorsville,3,69.72277343938399,27.1918816413598
0,stn_14_Taylorsville,4,69.72277343938399,23.38363887422444
0,stn_14_Taylorsville,5,69.72277343938399,49.90988532035898
0,stn_14_Taylorsville,6,69.72277343938399,23.427358110707605
0,stn_14_Taylorsville,7,69.72277343938399,11.756034299362842
0,stn_14_Taylorsville,8,69.72277343938399,47.18782259162737
0,stn_14_Taylorsville,9,69.72277343938399,11.852871484695399
0,stn_14_Taylorsville,10,69.72277343938399,34.84988369311304
0,stn_14_Taylorsville,11,69.72277343938399,44.42890063054069
0,stn_14_Taylorsville,12,69.72277343938399,46.67552333025428
0,stn_14_Taylorsville,13,69.72277343938399,46.61742101905483
0,stn_14_Taylorsville,14,69.72277343938397,26.068570291502752
0,stn_14_Taylorsville,15,0.0,0.0
0,stn_14_Taylorsville,16,0.0,0.0
0,stn_14_Taylorsville,17,0.0,0.0
0,stn_14_Taylorsville,18,0.0,0.0
0,stn_14_Taylorsville,19,0.0,0.0
0,stn_14_Taylorsville,20,0.0,0.0
0,stn_14_Taylorsville,21,0.0,0.0
0,stn_14_Taylorsville,22,69.72277343938399,69.72277343938399
0,stn_14_Taylorsville,23,69.72277343938399,69.72277343938399
0,stn_151_North_Salt_Lake,0,896.6907044749408,762.1800369600525
0,stn_151_North_Salt_Lake,1,896.6907044749408,859.6958126998697
0,stn_151_North_Salt_Lake,2,896.6907044749408,885.2755569001315
0,stn_151_North_Salt_Lake,3,896.6907044749408,893.4458014060764
0,stn_151_North_Salt_Lake,4,896.6907044749408,896.466703765294
0,stn_151_North_Salt_Lake,5,896.6907044749408,812.819063920426
0,stn_151_North_Salt_Lake,6,896.6907044749408,807.005173587556
0,stn_151_North_Salt_Lake,7,896.6907044749408,856.4958562257841
0,stn_151_North_Salt_Lake,8,896.6907044749408,638.9503209395457
0,stn_151_North_Salt_Lake,9,896.6907044749408,753.1673658156443
0,stn_151_North_Salt_Lake,10,896.6907044749408,554.2628760472594
0,stn_151_North_Salt_Lake,11,896.6907044749408,595.59911845212
0,stn_151_North_Salt_Lake,12,896.6907044749408,581.7129690540808
0,stn_151_North_Salt_Lake,13,896.6907044749408,741.7449149909598
0,stn_151_North_Salt_Lake,14,896.6907044749408,633.4414036367984
0,stn_151_North_Salt_Lake,15,0.0,0.0
0,stn_151_North_Salt_Lake,16,0.0,0.0
0,stn_151_North_Salt_Lake,17,0.0,0.0
0,stn_151_North_Salt_Lake,18,0.0,0.0
0,stn_151_North_Salt_Lake,19,0.0,0.0
0,stn_151_North_Salt_Lake,20,0.0,0.0
0,stn_151_North_Salt_Lake,21,0.0,0.0
0,stn_151_North_Salt_Lake,22,896.6907044749408,896.6907044749407
0,stn_151_North_Salt_Lake,23,896.6907044749408,896.6907044749407
0,stn_157_Farmington,0,35.23145594173464,35.23145594173464
0,stn_157_Farmington,1,35.23145594173464,35.23145594173463
0,stn_157_Farmington,2,35.23145594173464,10.706448000071564
0,stn_157_Farmington,3,35.23145594173464,24.446715817348096
0,stn_157_Farmington,4,35.23145594173464,35.23145594173464
0,stn_157_Farmington,5,35.23145594173464,14.376391327335634
0,stn_157_Farmington,6,35.23145594173464,28.067715630845665
0,stn_157_Farmington,7,35.23145594173464,35.23145594173464
0,stn_157_Farmington,8,35.23145594173464,23.507210325568487
0,stn_157_Farmington,9,35.23145594173464,35.23145594173464
0,stn_157_Farmington,10,35.23145594173464,18.19313238769025
0,stn_157_Farmington,11,35.23145594173464,24.427142786269417
0,stn_157_Farmington,12,35.23145594173464,23.556142903265375
0,stn_157_Farmington,13,35.23145594173464,35.23145594173464
0,stn_157_Farmington,14,35.23145594173464,35.23145594173464
0,stn_157_Farmington,15,0.0,0.0
0,stn_157_Farmington,16,0.0,0.0
0,stn_157_Farmington,17,0.0,0.0
0,stn_157_Farmington,18,0.0,0.0
0,stn_157_Farmington,19,0.0,0.0
0,stn_157_Farmington,20,0.0,0.0
0,stn_157_Farmington,21,0.0,0.0
0,stn_157_Farmington,22,35.23145594173464,35.23145594173464
0,stn_157_Farmington,23,35.23145594173464,35.23145594173464
0,stn_160_Bountiful,0,37.940489576151634,37.940489576151634
0,stn_160_Bountiful,1,0.0,0.0
0,stn_160_Bountiful,2,37.940489576151634,37.940489576151634
0,stn_160_Bountiful,3,0.0,0.0
0,stn_160_Bountiful,4,0.0,0.0
0,stn_160_Bountiful,5,37.940489576151634,19.56043018148258
0,stn_160_Bountiful,6,37.940489576151634,13.974746993882482
0,stn_160_Bountiful,7,37.940489576151634,37.940489576151634
0,stn_160_Bountiful,8,37.940489576151634,28.590380412856803
0,stn_160_Bountiful,9,37.940489576151634,21.078049764528746
0,stn_160_Bountiful,10,37.940489576151634,33.012754478129764
0,stn_160_Bountiful,11,37.940489576151634,18.2008959716705
0,stn_160_Bountiful,12,37.940489576151634,33.4669479609463
0,stn_160_Bountiful,13,37.940489576151634,14.343612864761758
0,stn_160_Bountiful,14,37.940489576151634,23.03830839262975
0,stn_160_Bountiful,15,0.0,0.0
0,stn_160_Bountiful,16,0.0,0.0
0,stn_160_Bountiful,17,0.0,0.0
0,stn_160_Bountiful,18,0.0,0.0
0,stn_160_Bountiful,19,0.0,0.0
0,stn_160_Bountiful,20,0.0,0.0
0,stn_160_Bountiful,21,0.0,0.0
0,stn_160_Bountiful,22,37.940489576151634,37.940489576151634
0,stn_160_Bountiful,23,37.940489576151634,37.940489576151634
0,stn_167_West_Valley_City,0,4483.740843238161,4472.229870509402
0,stn_167_West_Valley_City,1,4483.740843238161,4434.223770507957
0,stn_167_West_Valley_City,2,4483.740843238161,4120.692776920346
0,stn_167_West_Valley_City,3,4483.740843238161,4483.26221528046
0,stn_167_West_Valley_City,4,4483.740843238161,4092.456863319338
0,stn_167_West_Valley_City,5,4483.740843238161,3695.331347223294
0,stn_167_West_Valley_City,6,4483.740843238161,2632.908223651294
0,stn_167_West_Valley_City,7,4483.740843238161,2766.722101093388
0,stn_167_West_Valley_City,8,4483.740843238161,2632.2303755083203
0,stn_167_West_Valley_City,9,4483.740843238161,3170.384882496587
0,stn_167_West_Valley_City,10,4483.740843238161,3170.7068106601946
0,stn_167_West_Valley_City,11,4483.740843238161,3257.66134033439
0,stn_167_West_Valley_City,12,4483.740843238161,3555.145155909973
0,stn_167_West_Valley_City,13,4483.740843238161,3218.4519107721044
0,stn_167_West_Valley_City,14,4483.740843238161,3016.3073196158834
0,stn_167_West_Valley_City,15,202.29150171671904,101.14575085835952
0,stn_167_West_Valley_City,16,202.29150171671904,110.77454133418645
0,stn_167_West_Valley_City,17,202.29150171671904,77.65621874630487
0,stn_167_West_Valley_City,18,0.0,0.0
0,stn_167_West_Valley_City,19,0.0,0.0
0,stn_167_West_Valley_City,20,0.0,0.0
0,stn_167_West_Valley_City,21,0.0,0.0
0,stn_167_West_Valley_City,22,4483.740843238161,4483.740843238168
0,stn_167_West_Valley_City,23,4483.740843238161,4483.74084323816
0,stn_172_Santaquin,0,0.0,0.0
0,stn_172_Santaquin,1,0.0,0.0
0,stn_172_Santaquin,2,0.0,0.0
0,stn_172_Santaquin,3,0.0,0.0
0,stn_172_Santaquin,4,0.0,0.0
0,stn_172_Santaquin,5,0.0,0.0
0,stn_172_Santaquin,6,0.0,0.0
0,stn_172_Santaquin,7,26.33811226400325,14.09089006124174
0,stn_172_Santaquin,8,26.33811226400325,17.60995450540441
